company_url,last_day_with_right,operation_type,parameter
https://www.gpw.pl/spolka?isin=PLBRE0000012,2018-05-22,Dywidenda,5.1500
https://www.gpw.pl/spolka?isin=PLBRE0000012,2014-04-29,Dywidenda,17.0000
https://www.gpw.pl/spolka?isin=PLBRE0000012,2013-05-10,Dywidenda,10.0000
https://www.gpw.pl/spolka?isin=PLBRE0000012,2010-05-13,Prawo poboru,12.00 : 5.00
https://www.gpw.pl/spolka?isin=PLBRE0000012,2004-05-25,Prawo poboru,4.00 : 1.00
https://www.gpw.pl/spolka?isin=PLBRSZW00011,2025-05-26,Dywidenda,0.3500
https://www.gpw.pl/spolka?isin=PLBRSZW00011,2024-05-23,Dywidenda,0.4400
https://www.gpw.pl/spolka?isin=PLBRSZW00011,2023-05-25,Dywidenda,0.7400
https://www.gpw.pl/spolka?isin=PLBRSZW00011,2022-06-01,Dywidenda,0.9200
https://www.gpw.pl/spolka?isin=PLBRSZW00011,2015-06-30,Dywidenda,0.1000
https://www.gpw.pl/spolka?isin=PLBSK0000017,2025-05-02,Dywidenda,25.1800
https://www.gpw.pl/spolka?isin=PLBSK0000017,2024-04-15,Dywidenda,33.3500
https://www.gpw.pl/spolka?isin=PLBSK0000017,2022-04-12,Dywidenda,5.3000
https://www.gpw.pl/spolka?isin=PLBSK0000017,2021-12-01,Dywidenda,5.1000
https://www.gpw.pl/spolka?isin=PLBSK0000017,2019-04-16,Dywidenda,3.5000
https://www.gpw.pl/spolka?isin=PLBTCOM00016,2024-09-04,Dywidenda,0.3000
https://www.gpw.pl/spolka?isin=PLBTCOM00016,2023-09-26,Dywidenda,0.2300
https://www.gpw.pl/spolka?isin=PLBTCOM00016,2023-08-03,Podział (split),2.00
https://www.gpw.pl/spolka?isin=PLBTCOM00016,2022-09-30,Dywidenda,0.3600
https://www.gpw.pl/spolka?isin=PLBTCOM00016,2019-09-09,Dywidenda,0.3000
https://www.gpw.pl/spolka?isin=PLBUDMX00013,2025-06-03,Dywidenda,25.4300
https://www.gpw.pl/spolka?isin=PLBUDMX00013,2024-05-27,Dywidenda,35.6900
https://www.gpw.pl/spolka?isin=PLBUDMX00013,2023-05-23,Dywidenda,17.9900
https://www.gpw.pl/spolka?isin=PLBUDMX00013,2022-05-27,Dywidenda,23.4700
https://www.gpw.pl/spolka?isin=PLBUDMX00013,2021-05-28,Dywidenda,16.7000
https://www.gpw.pl/spolka?isin=PLBZ00000044,2025-05-09,Dywidenda,46.3700
https://www.gpw.pl/spolka?isin=PLBZ00000044,2024-05-14,Dywidenda,44.6300
https://www.gpw.pl/spolka?isin=PLBZ00000044,2022-05-23,Dywidenda,2.6800
https://www.gpw.pl/spolka?isin=PLBZ00000044,2018-05-28,Dywidenda,3.1000
https://www.gpw.pl/spolka?isin=PLBZ00000044,2017-05-29,Dywidenda,5.4000
https://www.gpw.pl/spolka?isin=PLCAMMD00032,2013-04-29,Dywidenda,0.0500
https://www.gpw.pl/spolka?isin=PLCCC0000016,2019-09-13,Dywidenda,0.4800
https://www.gpw.pl/spolka?isin=PLCCC0000016,2018-09-17,Dywidenda,2.3000
https://www.gpw.pl/spolka?isin=PLCCC0000016,2017-09-05,Dywidenda,2.5900
https://www.gpw.pl/spolka?isin=PLCCC0000016,2016-08-29,Dywidenda,2.1900
https://www.gpw.pl/spolka?isin=PLCCC0000016,2015-09-21,Dywidenda,3.0000
https://www.gpw.pl/spolka?isin=PLCDRL000043,2022-06-13,Dywidenda,0.7500
https://www.gpw.pl/spolka?isin=PLCDRL000043,2021-11-30,Dywidenda,2.0000
https://www.gpw.pl/spolka?isin=PLCDRL000043,2020-12-07,Dywidenda,1.0500
https://www.gpw.pl/spolka?isin=PLCDRL000043,2019-06-13,Dywidenda,0.8000
https://www.gpw.pl/spolka?isin=PLCDRL000043,2018-05-14,Dywidenda,1.0000
https://www.gpw.pl/spolka?isin=PLCFRPT00013,2022-09-16,Dywidenda,1.2000
https://www.gpw.pl/spolka?isin=PLCFRPT00013,2021-09-13,Dywidenda,1.2000
https://www.gpw.pl/spolka?isin=PLCFRPT00013,2020-10-13,Dywidenda,1.0000
https://www.gpw.pl/spolka?isin=PLCFRPT00013,2019-06-27,Dywidenda,0.9300
https://www.gpw.pl/spolka?isin=PLCFRPT00013,2017-07-18,Dywidenda,0.3200
https://www.gpw.pl/spolka?isin=PLCLDTC00019,2025-06-17,Dywidenda,1.2500
https://www.gpw.pl/spolka?isin=PLCLDTC00019,2024-06-19,Dywidenda,1.2500
https://www.gpw.pl/spolka?isin=PLCLDTC00019,2023-06-21,Dywidenda,1.0000
https://www.gpw.pl/spolka?isin=PLCLNPH00015,2024-06-26,Dywidenda,0.0800
https://www.gpw.pl/spolka?isin=PLCLNPH00015,2023-06-28,Dywidenda,0.0900
https://www.gpw.pl/spolka?isin=PLCLNPH00015,2022-06-29,Dywidenda,0.2900
https://www.gpw.pl/spolka?isin=PLCLNPH00015,2021-07-13,Dywidenda,0.0700
https://www.gpw.pl/spolka?isin=PLCLNPH00015,2020-05-29,Dywidenda,0.0800
https://www.gpw.pl/spolka?isin=PLCMP0000017,2022-08-29,Dywidenda,3.0000
https://www.gpw.pl/spolka?isin=PLCMP0000017,2021-08-12,Dywidenda,3.0000
https://www.gpw.pl/spolka?isin=PLCMP0000017,2015-07-03,Dywidenda,1.0600
https://www.gpw.pl/spolka?isin=PLCMPLD00016,2007-06-29,Dywidenda,1.0000
https://www.gpw.pl/spolka?isin=PLCMPLD00016,2006-06-28,Dywidenda,1.0000
https://www.gpw.pl/spolka?isin=PLCMPLD00016,2000-06-29,Dywidenda,0.0000
https://www.gpw.pl/spolka?isin=PLCMPLD00016,1999-06-24,Dywidenda,0.0000
https://www.gpw.pl/spolka?isin=PLCMPLD00016,1998-06-29,Dywidenda,0.0000
https://www.gpw.pl/spolka?isin=PLCMRAY00029,2015-06-10,Prawo poboru,1.00
https://www.gpw.pl/spolka?isin=PLCMRAY00029,2014-08-18,Prawo poboru,3.00 : 1.00
https://www.gpw.pl/spolka?isin=PLCNTSL00014,2023-05-02,Dywidenda,1.2200
https://www.gpw.pl/spolka?isin=PLCNTSL00014,2022-07-27,Dywidenda,0.1500
https://www.gpw.pl/spolka?isin=PLCNTSL00014,2021-09-28,Dywidenda,0.1500
https://www.gpw.pl/spolka?isin=PLCNTSL00014,2019-10-21,Dywidenda,0.2800
https://www.gpw.pl/spolka?isin=PLCNTSL00014,2018-03-23,Dywidenda,0.1000
https://www.gpw.pl/spolka?isin=PLCOMPR00010,2018-05-30,Prawo poboru,1.00 : 0.62
https://www.gpw.pl/spolka?isin=PLCPTLP00015,2006-10-24,Prawo poboru,1.00
https://www.gpw.pl/spolka?isin=PLCPTLP00015,2006-02-22,Prawo poboru,1.00 : 4.00
https://www.gpw.pl/spolka?isin=PLCRPJR00019,2025-06-18,Dywidenda,11.3700
https://www.gpw.pl/spolka?isin=PLCRPJR00019,2024-06-20,Dywidenda,13.1100
https://www.gpw.pl/spolka?isin=PLCRPJR00019,2023-08-25,Dywidenda,40.0000
https://www.gpw.pl/spolka?isin=PLCRPJR00019,2022-06-17,Dywidenda,21.5000
https://www.gpw.pl/spolka?isin=PLCSPAM00017,2024-07-05,Dywidenda,0.2100
https://www.gpw.pl/spolka?isin=PLCSPAM00017,2023-06-23,Dywidenda,0.5600
https://www.gpw.pl/spolka?isin=PLCSPAM00017,2022-07-05,Dywidenda,0.6800
https://www.gpw.pl/spolka?isin=PLCSPAM00017,2021-11-03,Podział (split),5.00
https://www.gpw.pl/spolka?isin=PLCSPAM00017,2021-06-29,Dywidenda,8.7900
https://www.gpw.pl/spolka?isin=PLCTINT00018,2017-02-22,Podział (split),10.00
https://www.gpw.pl/spolka?isin=PLDADEL00013,2022-06-10,Dywidenda,0.1500
https://www.gpw.pl/spolka?isin=PLDEBCA00016,2024-09-18,Dywidenda,10.3000
https://www.gpw.pl/spolka?isin=PLDEBCA00016,2023-09-20,Dywidenda,3.9500
https://www.gpw.pl/spolka?isin=PLDEBCA00016,2022-09-19,Dywidenda,2.3200
https://www.gpw.pl/spolka?isin=PLDEBCA00016,2021-09-16,Dywidenda,3.7200
https://www.gpw.pl/spolka?isin=PLDEBCA00016,2020-10-07,Dywidenda,4.0800
https://www.gpw.pl/spolka?isin=PLDECOR00013,2025-06-17,Dywidenda,4.0000
https://www.gpw.pl/spolka?isin=PLDECOR00013,2024-07-03,Dywidenda,3.0000
https://www.gpw.pl/spolka?isin=PLDECOR00013,2023-07-05,Dywidenda,2.0000
https://www.gpw.pl/spolka?isin=PLDECOR00013,2022-06-10,Dywidenda,2.0000
https://www.gpw.pl/spolka?isin=PLDECOR00013,2021-06-09,Dywidenda,2.0000
https://www.gpw.pl/spolka?isin=PLDEKPL00032,2024-07-30,Dywidenda,2.3900
https://www.gpw.pl/spolka?isin=PLDEKPL00032,2018-08-16,Dywidenda,1.1800
https://www.gpw.pl/spolka?isin=PLDEKPL00032,2017-09-12,Dywidenda,0.5300
https://www.gpw.pl/spolka?isin=PLDELKO00019,2025-01-02,Dywidenda,0.8300
https://www.gpw.pl/spolka?isin=PLDELKO00019,2023-12-29,Dywidenda,0.9000
https://www.gpw.pl/spolka?isin=PLDELKO00019,2023-02-28,Podział (split),2.00
https://www.gpw.pl/spolka?isin=PLDELKO00019,2022-07-12,Dywidenda,0.8000
https://www.gpw.pl/spolka?isin=PLDELKO00019,2021-07-13,Dywidenda,0.6500
https://www.gpw.pl/spolka?isin=PLDGA0000019,2024-06-10,Dywidenda,0.3000
https://www.gpw.pl/spolka?isin=PLDGA0000019,2023-07-12,Dywidenda,0.4000
https://www.gpw.pl/spolka?isin=PLDGA0000019,2022-06-30,Dywidenda,0.6000
https://www.gpw.pl/spolka?isin=PLDGA0000019,2019-06-21,Dywidenda,0.4000
https://www.gpw.pl/spolka?isin=PLDGA0000019,2018-06-13,Dywidenda,0.7500
https://www.gpw.pl/spolka?isin=PLDGNST00012,2025-06-02,Dywidenda,3.3100
https://www.gpw.pl/spolka?isin=PLDMDVL00012,2025-06-23,Dywidenda,7.0000
https://www.gpw.pl/spolka?isin=PLDMDVL00012,2024-06-24,Dywidenda,6.5000
https://www.gpw.pl/spolka?isin=PLDMDVL00012,2023-06-22,Dywidenda,11.0000
https://www.gpw.pl/spolka?isin=PLDMDVL00012,2022-07-13,Dywidenda,10.5000
https://www.gpw.pl/spolka?isin=PLDMDVL00012,2021-06-17,Dywidenda,10.0000
https://www.gpw.pl/spolka?isin=PLDUDA000016,2009-02-20,Prawo poboru,1.00
https://www.gpw.pl/spolka?isin=PLDUDA000016,2006-12-05,Prawo poboru,1.00
https://www.gpw.pl/spolka?isin=PLDUDA000016,2005-03-30,Podział (split),10.00
https://www.gpw.pl/spolka?isin=PLDUDA000016,2003-07-10,Dywidenda,0.1000
https://www.gpw.pl/spolka?isin=PLECBDZ00013,2012-07-04,Dywidenda,1.8000
https://www.gpw.pl/spolka?isin=PLECBDZ00013,2011-07-05,Dywidenda,1.8000
https://www.gpw.pl/spolka?isin=PLECBDZ00013,2010-07-07,Dywidenda,1.8000
https://www.gpw.pl/spolka?isin=PLECBDZ00013,2009-07-07,Dywidenda,1.8000
https://www.gpw.pl/spolka?isin=PLECBDZ00013,2008-07-01,Dywidenda,1.8000
https://www.gpw.pl/spolka?isin=PLECHPS00019,2022-07-08,Dywidenda,0.2200
https://www.gpw.pl/spolka?isin=PLECHPS00019,2021-07-22,Dywidenda,0.2500
https://www.gpw.pl/spolka?isin=PLECHPS00019,2018-04-30,Dywidenda,0.5000
https://www.gpw.pl/spolka?isin=PLECHPS00019,2017-07-03,Dywidenda,0.5000
https://www.gpw.pl/spolka?isin=PLECHPS00019,2016-07-01,Dywidenda,3.8400
https://www.gpw.pl/spolka?isin=PLECMNG00019,2009-11-17,Prawo poboru,1.00
https://www.gpw.pl/spolka?isin=PLEDINV00014,2025-05-29,Dywidenda,1.0300
https://www.gpw.pl/spolka?isin=PLEDINV00014,2024-11-29,Dywidenda,0.7300
https://www.gpw.pl/spolka?isin=PLEDINV00014,2024-05-27,Dywidenda,0.2700
https://www.gpw.pl/spolka?isin=PLEDINV00014,2023-05-24,Dywidenda,0.3900
https://www.gpw.pl/spolka?isin=PLEDINV00014,2022-04-29,Dywidenda,1.0100
https://www.gpw.pl/spolka?isin=PLEFEKT00018,2021-07-06,Dywidenda,0.0500
https://www.gpw.pl/spolka?isin=PLEFEKT00018,2020-09-09,Dywidenda,0.0100
https://www.gpw.pl/spolka?isin=PLEFEKT00018,2020-08-26,Prawo poboru,2.00 : 3.00
https://www.gpw.pl/spolka?isin=PLEFEKT00018,2020-01-16,Prawo poboru,1.00 : 2.00
https://www.gpw.pl/spolka?isin=PLEFEKT00018,2019-09-06,Dywidenda,0.1000
https://www.gpw.pl/spolka?isin=PLEKEP000019,2014-05-21,Dywidenda,0.6800
https://www.gpw.pl/spolka?isin=PLEKEP000019,2012-05-31,Dywidenda,0.2000
https://www.gpw.pl/spolka?isin=PLEKEP000019,2010-06-01,Prawo poboru,5.00 : 1.00
https://www.gpw.pl/spolka?isin=PLELEKT00016,2025-06-17,Dywidenda,2.5000
https://www.gpw.pl/spolka?isin=PLELEKT00016,2024-08-08,Dywidenda,2.5000
https://www.gpw.pl/spolka?isin=PLELEKT00016,2023-07-05,Dywidenda,1.5000
https://www.gpw.pl/spolka?isin=PLELEKT00016,2017-06-12,Dywidenda,0.3500
https://www.gpw.pl/spolka?isin=PLELEKT00016,2016-06-13,Dywidenda,1.2400
https://www.gpw.pl/spolka?isin=PLELPO000016,2024-09-24,Dywidenda,0.4000
https://www.gpw.pl/spolka?isin=PLELPO000016,2023-09-27,Dywidenda,0.2500
https://www.gpw.pl/spolka?isin=PLELPO000016,2022-07-28,Dywidenda,0.2500
https://www.gpw.pl/spolka?isin=PLELPO000016,2021-07-14,Dywidenda,0.1500
https://www.gpw.pl/spolka?isin=PLELPO000016,2007-06-12,Prawo poboru,2.00 : 1.00
https://www.gpw.pl/spolka?isin=PLEMCIM00017,2011-04-28,Prawo poboru,6.00 : 1.00
https://www.gpw.pl/spolka?isin=PLEMCIM00017,2007-11-30,Prawo poboru,8.00 : 1.00
https://www.gpw.pl/spolka?isin=PLENAP000010,2023-07-05,Dywidenda,0.0500
https://www.gpw.pl/spolka?isin=PLENAP000010,2022-07-04,Dywidenda,0.0700
https://www.gpw.pl/spolka?isin=PLENAP000010,2021-08-18,Dywidenda,0.0400
https://www.gpw.pl/spolka?isin=PLENAP000010,2019-09-10,Dywidenda,0.0300
https://www.gpw.pl/spolka?isin=PLENAP000010,2015-08-06,Dywidenda,0.0500
https://www.gpw.pl/spolka?isin=PLENEA000013,2017-07-20,Dywidenda,0.2500
https://www.gpw.pl/spolka?isin=PLENEA000013,2015-07-20,Dywidenda,0.4700
https://www.gpw.pl/spolka?isin=PLENEA000013,2014-07-18,Dywidenda,0.5700
https://www.gpw.pl/spolka?isin=PLENEA000013,2013-07-18,Dywidenda,0.3600
https://www.gpw.pl/spolka?isin=PLENEA000013,2012-08-08,Dywidenda,0.4800
https://www.gpw.pl/spolka?isin=PLENERG00022,2017-09-21,Dywidenda,0.1900
https://www.gpw.pl/spolka?isin=PLENERG00022,2016-06-30,Dywidenda,0.4900
https://www.gpw.pl/spolka?isin=PLENERG00022,2015-05-05,Dywidenda,1.4400
https://www.gpw.pl/spolka?isin=PLENERG00022,2014-05-22,Dywidenda,1.0000
https://www.gpw.pl/spolka?isin=PLENLMD00017,2015-06-08,Dywidenda,0.1000
https://www.gpw.pl/spolka?isin=PLENLMD00017,2012-07-11,Dywidenda,0.0300
https://www.gpw.pl/spolka?isin=PLENTER00017,2025-06-27,Dywidenda,3.0000
https://www.gpw.pl/spolka?isin=PLENTER00017,2024-08-12,Dywidenda,4.4000
https://www.gpw.pl/spolka?isin=PLENTER00017,2019-07-03,Dywidenda,0.7000
https://www.gpw.pl/spolka?isin=PLENTER00017,2018-05-28,Dywidenda,0.5500
https://www.gpw.pl/spolka?isin=PLENTER00017,2017-05-17,Dywidenda,0.5500
https://www.gpw.pl/spolka?isin=PLERBUD00012,2025-05-30,Dywidenda,1.6800
https://www.gpw.pl/spolka?isin=PLERBUD00012,2024-05-20,Dywidenda,1.6800
https://www.gpw.pl/spolka?isin=PLERBUD00012,2023-05-24,Dywidenda,0.8400
https://www.gpw.pl/spolka?isin=PLERBUD00012,2018-06-01,Dywidenda,1.1000
https://www.gpw.pl/spolka?isin=PLERBUD00012,2017-01-04,Dywidenda,1.1700
https://www.gpw.pl/spolka?isin=PLERGIN00015,2016-08-12,Dywidenda,0.5000
https://www.gpw.pl/spolka?isin=PLERGIN00015,2015-05-25,Dywidenda,0.6500
https://www.gpw.pl/spolka?isin=PLERGIN00015,2014-05-21,Dywidenda,0.6000
https://www.gpw.pl/spolka?isin=PLERGIN00015,2013-05-07,Dywidenda,0.3000
https://www.gpw.pl/spolka?isin=PLERGIN00015,2012-09-04,Dywidenda,0.2500
https://www.gpw.pl/spolka?isin=PLERGZB00014,2017-04-05,Dywidenda,1.2500
https://www.gpw.pl/spolka?isin=PLERGZB00014,2016-08-23,Dywidenda,0.6200
https://www.gpw.pl/spolka?isin=PLERGZB00014,2008-07-01,Podział (split),5.00
https://www.gpw.pl/spolka?isin=PLERGZB00014,2007-05-15,Prawo poboru,1.00
https://www.gpw.pl/spolka?isin=PLERPCO00017,2017-06-08,Dywidenda,1.3300
https://www.gpw.pl/spolka?isin=PLERPCO00017,2016-08-23,Dywidenda,3.5800
https://www.gpw.pl/spolka?isin=PLERPCO00017,2015-08-19,Dywidenda,2.6800
https://www.gpw.pl/spolka?isin=PLERPCO00017,2014-07-28,Dywidenda,1.0500
https://www.gpw.pl/spolka?isin=PLERPCO00017,2013-09-19,Dywidenda,0.8000
https://www.gpw.pl/spolka?isin=PLERTEL00011,2024-06-03,Dywidenda,4.0000
https://www.gpw.pl/spolka?isin=PLERTEL00011,2023-05-08,Dywidenda,10.9500
https://www.gpw.pl/spolka?isin=PLERTEL00011,2022-05-24,Dywidenda,5.0000
https://www.gpw.pl/spolka?isin=PLERTEL00011,2021-05-31,Dywidenda,6.2000
https://www.gpw.pl/spolka?isin=PLERTEL00011,2019-06-05,Dywidenda,2.2000
https://www.gpw.pl/spolka?isin=PLESTHN00018,2024-07-03,Dywidenda,3.0000
https://www.gpw.pl/spolka?isin=PLESTHN00018,2023-07-19,Dywidenda,1.2000
https://www.gpw.pl/spolka?isin=PLESTHN00018,2022-08-10,Dywidenda,2.0000
https://www.gpw.pl/spolka?isin=PLESTHN00018,2019-09-06,Dywidenda,0.5000
https://www.gpw.pl/spolka?isin=PLESTHN00018,2018-09-06,Dywidenda,1.0000
https://www.gpw.pl/spolka?isin=PLEURCH00011,2024-08-21,Dywidenda,0.7200
https://www.gpw.pl/spolka?isin=PLEURCH00011,2023-06-22,Dywidenda,0.3600
https://www.gpw.pl/spolka?isin=PLEURCH00011,2021-06-14,Dywidenda,0.4800
https://www.gpw.pl/spolka?isin=PLEURCH00011,2019-05-27,Dywidenda,1.0000
https://www.gpw.pl/spolka?isin=PLEURCH00011,2018-05-14,Dywidenda,0.7300
https://www.gpw.pl/spolka?isin=PLFAMUR00012,2019-07-08,Dywidenda,0.5300
https://www.gpw.pl/spolka?isin=PLFAMUR00012,2018-07-05,Dywidenda,0.4400
https://www.gpw.pl/spolka?isin=PLFAMUR00012,2014-07-04,Dywidenda,0.8400
https://www.gpw.pl/spolka?isin=PLFAMUR00012,2011-08-10,Dywidenda,0.6200
https://www.gpw.pl/spolka?isin=PLFAMUR00012,2007-08-01,Podział (split),107.00
https://www.gpw.pl/spolka?isin=PLFEERM00018,2020-09-08,Dywidenda,0.5000
https://www.gpw.pl/spolka?isin=PLFEERM00018,2015-07-24,Dywidenda,0.2100
https://www.gpw.pl/spolka?isin=PLFERRO00016,2024-09-10,Dywidenda,3.1600
https://www.gpw.pl/spolka?isin=PLFERRO00016,2023-09-12,Dywidenda,1.5000
https://www.gpw.pl/spolka?isin=PLFERRO00016,2022-09-16,Dywidenda,1.5100
https://www.gpw.pl/spolka?isin=PLFERRO00016,2021-09-07,Dywidenda,2.2000
https://www.gpw.pl/spolka?isin=PLFERRO00016,2020-09-29,Dywidenda,0.4000
https://www.gpw.pl/spolka?isin=PLFORTE00012,2022-09-08,Dywidenda,2.0000
https://www.gpw.pl/spolka?isin=PLFORTE00012,2021-06-21,Dywidenda,4.0000
https://www.gpw.pl/spolka?isin=PLFORTE00012,2017-05-23,Dywidenda,0.2000
https://www.gpw.pl/spolka?isin=PLFORTE00012,2016-05-23,Dywidenda,1.0000
https://www.gpw.pl/spolka?isin=PLFORTE00012,2015-05-25,Dywidenda,2.0000
https://www.gpw.pl/spolka?isin=PLFSING00010,2023-06-19,Dywidenda,0.3000
https://www.gpw.pl/spolka?isin=PLFSING00010,2019-08-22,Dywidenda,0.8000
https://www.gpw.pl/spolka?isin=PLFSING00010,2018-08-03,Dywidenda,0.8000
https://www.gpw.pl/spolka?isin=PLFSING00010,2017-08-03,Dywidenda,0.8000
https://www.gpw.pl/spolka?isin=PLFSING00010,2016-09-01,Dywidenda,0.8000
https://www.gpw.pl/spolka?isin=PLGLBLC00011,2024-07-01,Dywidenda,0.0900
https://www.gpw.pl/spolka?isin=PLGLBLC00011,2022-06-27,Dywidenda,0.0300
https://www.gpw.pl/spolka?isin=PLGLBLC00011,2021-06-28,Dywidenda,0.0600
https://www.gpw.pl/spolka?isin=PLGLBLC00011,2015-07-07,Dywidenda,0.1000
https://www.gpw.pl/spolka?isin=PLGMNGF00017,2021-05-12,Dywidenda,0.2700
https://www.gpw.pl/spolka?isin=PLGMSOP00019,2024-07-04,Dywidenda,0.2100
https://www.gpw.pl/spolka?isin=PLGMSOP00019,2023-06-29,Dywidenda,0.6000
https://www.gpw.pl/spolka?isin=PLGMSOP00019,2022-09-28,Dywidenda,0.4400
https://www.gpw.pl/spolka?isin=PLGMSOP00019,2021-09-14,Dywidenda,0.3400
https://www.gpw.pl/spolka?isin=PLGPW0000017,2024-07-22,Dywidenda,3.0000
https://www.gpw.pl/spolka?isin=PLGPW0000017,2023-07-20,Dywidenda,2.7000
https://www.gpw.pl/spolka?isin=PLGPW0000017,2022-07-21,Dywidenda,2.7400
https://www.gpw.pl/spolka?isin=PLGPW0000017,2021-07-21,Dywidenda,2.5000
https://www.gpw.pl/spolka?isin=PLGPW0000017,2020-07-24,Dywidenda,2.4000
https://www.gpw.pl/spolka?isin=PLGRODN00015,2022-10-03,Dywidenda,0.8400
https://www.gpw.pl/spolka?isin=PLGRODN00015,2021-10-28,Dywidenda,0.2100
https://www.gpw.pl/spolka?isin=PLGRODN00015,2020-10-23,Dywidenda,0.0800
https://www.gpw.pl/spolka?isin=PLGRODN00015,2018-10-31,Dywidenda,0.1200
https://www.gpw.pl/spolka?isin=PLGRODN00015,2017-10-30,Dywidenda,0.1200
https://www.gpw.pl/spolka?isin=PLGRPRC00015,2024-06-20,Dywidenda,2.0000
https://www.gpw.pl/spolka?isin=PLGRPRC00015,2023-06-28,Dywidenda,1.5000
https://www.gpw.pl/spolka?isin=PLGRPRC00015,2022-09-14,Dywidenda,2.0000
https://www.gpw.pl/spolka?isin=PLGSPR000014,2024-04-05,Dywidenda,0.2700
https://www.gpw.pl/spolka?isin=PLGSPR000014,2023-05-02,Dywidenda,0.5800
https://www.gpw.pl/spolka?isin=PLGSPR000014,2022-12-07,Dywidenda,1.0000
https://www.gpw.pl/spolka?isin=PLGSPR000014,2013-04-25,Dywidenda,0.1000
https://www.gpw.pl/spolka?isin=PLGSPR000014,2011-03-16,Prawo poboru,39.65 : 1.00
https://www.gpw.pl/spolka?isin=PLGTC0000037,2024-08-28,Dywidenda,0.2200
https://www.gpw.pl/spolka?isin=PLGTC0000037,2023-07-12,Dywidenda,0.2300
https://www.gpw.pl/spolka?isin=PLGTC0000037,2022-09-07,Dywidenda,0.2800
https://www.gpw.pl/spolka?isin=PLGTC0000037,2019-05-20,Dywidenda,0.3700
https://www.gpw.pl/spolka?isin=PLGTC0000037,2018-05-23,Dywidenda,0.3300
https://www.gpw.pl/spolka?isin=PLHDRTR00013,2024-09-18,Dywidenda,0.3000
https://www.gpw.pl/spolka?isin=PLHDRTR00013,2023-09-06,Dywidenda,2.0000
https://www.gpw.pl/spolka?isin=PLHDRTR00013,2022-09-07,Dywidenda,2.0000
https://www.gpw.pl/spolka?isin=PLHDRTR00013,2021-08-23,Dywidenda,2.0000
https://www.gpw.pl/spolka?isin=PLHDRTR00013,2020-08-12,Dywidenda,1.0000
https://www.gpw.pl/spolka?isin=PLHOGA000041,2025-06-18,Dywidenda,0.0300
https://www.gpw.pl/spolka?isin=PLHOGA000041,2024-06-19,Dywidenda,0.0300
https://www.gpw.pl/spolka?isin=PLHOGA000041,2023-06-14,Dywidenda,0.0700
https://www.gpw.pl/spolka?isin=PLHOGA000041,2022-06-28,Dywidenda,0.1000
https://www.gpw.pl/spolka?isin=PLHOGA000041,2021-07-16,Dywidenda,0.0600
https://www.gpw.pl/spolka?isin=PLHRDEX00021,2012-03-13,Podział (split),10.00
https://www.gpw.pl/spolka?isin=PLHRDEX00021,2010-05-11,Dywidenda,1.0000
https://www.gpw.pl/spolka?isin=PLHRDEX00021,2009-04-14,Dywidenda,7.0000
